response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-100253,2026-04-15,sms_reply,Plateau-Mont-Royal,en,community_group,Mont_Royal,concern,enforcement,accessibility,Traffic will push into residential side streets that are already busy,direct_link,SMS-0500621
RSP-100793,2026-04-15,portal,Plateau-Mont-Royal,en,individual_resident,Multiple,strong_opposition,parking_loss,bike_lane_safety,Delivery access on Saint Denis is critical please preserve morning windows,reminder_email,EML-0900327
RSP-100962,2026-04-15,intercept_survey,Mile End,vi,individual_resident,Mont_Royal,support,tree_canopy,bike_lane_safety,cho phep giao hang buoi sang la can thiet,direct_link,EML-0502108
RSP-101011,2026-04-15,portal,Milton-Parc,ar,resident_association,Saint_Denis,neutral,bike_lane_safety,tree_canopy,yajib al hifadh 3ala waqt taslim assabahi,walkup,EML-0900428
RSP-101165,2026-04-15,portal,Plateau-Mont-Royal,fr,business_owner,Multiple,concern,delivery_access,,Il faut penser aux locataires deja fragiles sur le corridor,portal_search,EML-0502046
RSP-101265,2026-04-15,intercept_survey,Plateau-Mont-Royal,fr,community_group,Saint_Denis,support,snow_removal,pedestrian_safety,Je soutiens le projet meme si je perds ma place de stationnement,social_share,EML-0501652
RSP-101579,2026-04-15,sms_reply,Jeanne-Mance,fr,business_owner,Saint_Denis,strong_opposition,bike_lane_safety,,Les taxis et le transport adapte doivent garder acces,walkup,EML-0502501
RSP-102199,2026-04-15,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,concern,noise,transit_frequency,Traffic will push into residential side streets that are already busy,reminder_email,SMS-0500161
RSP-102470,2026-04-15,community_meeting_signin,Mile End,en,individual_resident,Saint_Denis,strong_support,transit_frequency,delivery_access,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,
RSP-102624,2026-04-15,email_form,Jeanne-Mance,fr,individual_resident,Saint_Laurent_North,strong_support,accessibility,tree_canopy,Les livraisons peuvent tres bien se faire tot le matin,portal_search,SMS-0500940
RSP-102699,2026-04-15,community_meeting_signin,Plateau-Mont-Royal,vi,business_owner,Saint_Denis,concern,delivery_access,pedestrian_safety,chung toi can them thong tin bang tieng viet,portal_search,
RSP-102870,2026-04-15,email_form,Plateau-Mont-Royal,es,community_group,Mont_Royal,neutral,delivery_access,,seguridad para los peatones es prioridad,meeting_flyer,SMS-0500052
RSP-102935,2026-04-15,portal,Mile End,fr,resident_association,Saint_Laurent_North,neutral,noise,tree_canopy,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,walkup,SMS-0501106
RSP-102957,2026-04-15,intercept_survey,Mile End,vi,business_owner,Saint_Denis,concern,parking_loss,,cho phep giao hang buoi sang la can thiet,reminder_sms,EML-0501612
RSP-103380,2026-04-15,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,strong_opposition,tree_canopy,,Ou vont se garer les residents plus ages du bloc,direct_link,SMS-0501407
RSP-100302,2026-04-16,community_meeting_signin,Mile End,fr,business_owner,Mont_Royal,strong_support,delivery_access,,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,EML-0502677
RSP-100339,2026-04-16,portal,Mile End,fr,individual_resident,Mont_Royal,neutral,bike_lane_safety,delivery_access,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,EML-0501570
RSP-100614,2026-04-16,intercept_survey,Milton-Parc,en,community_group,Mont_Royal,strong_support,bike_lane_safety,noise,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,EML-0501733
RSP-100813,2026-04-16,intercept_survey,Milton-Parc,en,advocacy_group,Rachel,neutral,transit_frequency,,Transit stops need to be redesigned for accessibility,walkup,EML-0900485
RSP-100935,2026-04-16,intercept_survey,Mile End,en,individual_resident,Saint_Denis,support,bike_lane_safety,,My kids can finally walk to school without dodging cars,meeting_flyer,
RSP-101242,2026-04-16,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,tree_canopy,accessibility,Ma petite entreprise gagne quand le quartier est marchable,direct_link,EML-0900198
RSP-101388,2026-04-16,portal,Mile End,fr,individual_resident,Saint_Laurent_North,support,delivery_access,,Ma petite entreprise gagne quand le quartier est marchable,reminder_sms,EML-0900267
RSP-101543,2026-04-16,portal,Plateau-Mont-Royal,fr,advocacy_group,Mont_Royal,neutral,transit_frequency,snow_removal,Le nouveau design de l arret rendra le service beaucoup plus fiable,walkup,EML-0502682
RSP-101673,2026-04-16,intercept_survey,Mile End,en,community_group,Mont_Royal,concern,delivery_access,noise,Snow removal on the new lane must be reliable or it defeats the purpose,direct_link,SMS-0500539
RSP-101991,2026-04-16,sms_reply,Mile End,fr,individual_resident,Saint_Joseph,neutral,bike_lane_safety,parking_loss,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,EML-0501547
RSP-102365,2026-04-16,portal,Milton-Parc,en,individual_resident,None,neutral,enforcement,parking_loss,My kids can finally walk to school without dodging cars,reminder_sms,EML-0501663
RSP-102366,2026-04-16,community_meeting_signin,Milton-Parc,fr,business_owner,None,support,parking_loss,noise,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,SMS-0500801
RSP-102845,2026-04-16,intercept_survey,Milton-Parc,fr,individual_resident,Mont_Royal,strong_support,enforcement,accessibility,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_email,
RSP-102967,2026-04-16,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Saint_Joseph,strong_opposition,parking_loss,displacement_risk,Delivery access on Saint Denis is critical please preserve morning windows,reminder_sms,EML-0900765
RSP-103068,2026-04-16,portal,Plateau-Mont-Royal,es,individual_resident,Saint_Denis,support,bike_lane_safety,,seguridad para los peatones es prioridad,reminder_sms,EML-0502388
RSP-103225,2026-04-16,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,strong_support,transit_frequency,,The community meetings have been well organized and thoughtful,direct_link,EML-0501889
RSP-103301,2026-04-16,portal,Plateau-Mont-Royal,en,individual_resident,None,concern,noise,displacement_risk,Older residents on my block will not be able to reach services,walkup,EML-0502366
RSP-103368,2026-04-16,portal,Milton-Parc,en,individual_resident,Rachel,strong_support,snow_removal,bike_lane_safety,My kids can finally walk to school without dodging cars,reminder_email,SMS-0900020
RSP-100593,2026-04-17,portal,Mile End,en,community_group,Saint_Denis,neutral,pedestrian_safety,noise,Please keep the plan strong the neighbourhood needs this,reminder_email,EML-0501676
RSP-100616,2026-04-17,sms_reply,Plateau-Mont-Royal,fr,individual_resident,None,concern,displacement_risk,parking_loss,Le bruit des terrasses jusque tard le soir est deja un enjeu,direct_link,EML-0501987
RSP-100866,2026-04-17,community_meeting_signin,Milton-Parc,en,individual_resident,None,support,accessibility,delivery_access,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,
RSP-100936,2026-04-17,intercept_survey,Mile End,vi,community_group,Multiple,support,parking_loss,pedestrian_safety,chung toi can them thong tin bang tieng viet,reminder_sms,EML-0502364
RSP-101767,2026-04-17,sms_reply,Milton-Parc,en,individual_resident,Multiple,strong_opposition,displacement_risk,noise,Noise from patios and cyclists after hours is a real concern,social_share,SMS-0900870
RSP-101776,2026-04-17,sms_reply,Plateau-Mont-Royal,ar,resident_association,Saint_Joseph,support,snow_removal,transit_frequency,3adad al ashjar 3ala assharia3 mahdood,social_share,EML-0900834
RSP-102243,2026-04-17,portal,Milton-Parc,fr,visitor,Mont_Royal,neutral,snow_removal,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,EML-0502242
RSP-102358,2026-04-17,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,support,tree_canopy,noise,Je marche cette rue tous les matins et une piste protegee change tout,portal_search,EML-0900625
RSP-102580,2026-04-17,intercept_survey,Jeanne-Mance,fr,individual_resident,Saint_Denis,support,delivery_access,displacement_risk,Un corridor cyclable continu sur Rachel c est vraiment attendu,meeting_flyer,EML-0501630
RSP-102640,2026-04-17,portal,Plateau-Mont-Royal,es,individual_resident,Saint_Denis,neutral,parking_loss,,necesitamos mas informacion en espanol,reminder_email,SMS-0500133
RSP-102652,2026-04-17,portal,Plateau-Mont-Royal,en,individual_resident,Rachel,support,accessibility,delivery_access,A protected lane on Saint Denis is long overdue,meeting_flyer,EML-0900306
RSP-103188,2026-04-17,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,support,pedestrian_safety,bike_lane_safety,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,SMS-0500579
RSP-100063,2026-04-18,portal,Plateau-Mont-Royal,en,community_group,Saint_Laurent_North,neutral,bike_lane_safety,,I bike to work on Rachel every day and this will make it safer,direct_link,SMS-0501298
RSP-100094,2026-04-18,intercept_survey,Plateau-Mont-Royal,en,visitor,Saint_Laurent_North,support,delivery_access,snow_removal,The community meetings have been well organized and thoughtful,portal_search,EML-0900480
RSP-100360,2026-04-18,sms_reply,Plateau-Mont-Royal,fr,resident_association,Saint_Laurent_North,neutral,pedestrian_safety,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_sms,EML-0501900
RSP-100441,2026-04-18,sms_reply,Plateau-Mont-Royal,en,business_owner,Saint_Joseph,support,displacement_risk,,I bike to work on Rachel every day and this will make it safer,reminder_sms,SMS-0500254
RSP-100795,2026-04-18,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,pedestrian_safety,,Ma petite entreprise gagne quand le quartier est marchable,direct_link,
RSP-100835,2026-04-18,portal,Mile End,fr,individual_resident,Saint_Joseph,concern,bike_lane_safety,parking_loss,Nous avons besoin d une fenetre de livraison entre 7h et 10h,portal_search,SMS-0500973
RSP-100863,2026-04-18,intercept_survey,Milton-Parc,fr,individual_resident,Saint_Denis,concern,enforcement,,Il faut penser aux locataires deja fragiles sur le corridor,social_share,
RSP-101080,2026-04-18,community_meeting_signin,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,support,parking_loss,snow_removal,Please keep the plan strong the neighbourhood needs this,social_share,SMS-0900796
RSP-101366,2026-04-18,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,delivery_access,,Nous avons besoin d une fenetre de livraison entre 7h et 10h,walkup,SMS-0500206
RSP-101498,2026-04-18,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,noise,enforcement,Je soutiens le projet meme si je perds ma place de stationnement,meeting_flyer,SMS-0501052
RSP-101632,2026-04-18,community_meeting_signin,Plateau-Mont-Royal,en,business_owner,Multiple,neutral,parking_loss,,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,SMS-0501233
RSP-101726,2026-04-18,sms_reply,Plateau-Mont-Royal,fr,community_group,Multiple,strong_opposition,snow_removal,,Il faut penser aux locataires deja fragiles sur le corridor,reminder_email,EML-0900916
RSP-102088,2026-04-18,sms_reply,Mile End,en,individual_resident,Rachel,support,accessibility,noise,The community meetings have been well organized and thoughtful,reminder_email,EML-0900902
RSP-102482,2026-04-18,portal,Jeanne-Mance,fr,individual_resident,Saint_Joseph,concern,tree_canopy,pedestrian_safety,Je crains les impacts sur mon commerce si les livraisons sont bloquees,reminder_email,SMS-0900322
RSP-102680,2026-04-18,portal,Jeanne-Mance,fr,individual_resident,Multiple,neutral,transit_frequency,snow_removal,Un corridor cyclable continu sur Rachel c est vraiment attendu,meeting_flyer,SMS-0900107
RSP-103034,2026-04-18,community_meeting_signin,Plateau-Mont-Royal,vi,individual_resident,Saint_Laurent_North,support,noise,,chung toi can them thong tin bang tieng viet,social_share,EML-0502569
RSP-103200,2026-04-18,portal,Plateau-Mont-Royal,fr,visitor,Rachel,strong_opposition,delivery_access,displacement_risk,Je crains les impacts sur mon commerce si les livraisons sont bloquees,reminder_email,EML-0502574
RSP-103484,2026-04-18,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,neutral,transit_frequency,displacement_risk,Un corridor cyclable continu sur Rachel c est vraiment attendu,direct_link,SMS-0501072
RSP-100103,2026-04-19,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,neutral,parking_loss,,Please keep the plan strong the neighbourhood needs this,reminder_email,SMS-0500322
RSP-100584,2026-04-19,email_form,Mile End,fr,advocacy_group,Saint_Laurent_North,strong_support,bike_lane_safety,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,walkup,SMS-0500114
RSP-100606,2026-04-19,portal,Mile End,fr,resident_association,Saint_Joseph,support,accessibility,noise,Je soutiens le projet meme si je perds ma place de stationnement,reminder_email,
RSP-100617,2026-04-19,email_form,Plateau-Mont-Royal,en,individual_resident,Multiple,concern,bike_lane_safety,parking_loss,Delivery access on Saint Denis is critical please preserve morning windows,meeting_flyer,SMS-0501508
RSP-100839,2026-04-19,portal,Plateau-Mont-Royal,en,visitor,Multiple,strong_support,delivery_access,snow_removal,My kids can finally walk to school without dodging cars,social_share,SMS-0900229
RSP-100878,2026-04-19,portal,Mile End,fr,individual_resident,Saint_Denis,strong_support,noise,tree_canopy,Je marche cette rue tous les matins et une piste protegee change tout,walkup,SMS-0501483
RSP-100986,2026-04-19,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,delivery_access,snow_removal,La circulation va se deverser sur les rues residentielles,direct_link,SMS-0500054
RSP-101563,2026-04-19,portal,Jeanne-Mance,fr,developer_rep,Saint_Denis,strong_support,parking_loss,,Les livraisons peuvent tres bien se faire tot le matin,reminder_email,EML-0502072
RSP-101750,2026-04-19,sms_reply,Mile End,fr,resident_association,Saint_Joseph,neutral,bike_lane_safety,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,meeting_flyer,EML-0501601
RSP-101883,2026-04-19,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,strong_support,displacement_risk,pedestrian_safety,The community meetings have been well organized and thoughtful,direct_link,
RSP-102033,2026-04-19,intercept_survey,Mile End,fr,individual_resident,Saint_Denis,concern,bike_lane_safety,tree_canopy,Il faut penser aux locataires deja fragiles sur le corridor,reminder_sms,EML-0501715
RSP-102719,2026-04-19,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,snow_removal,parking_loss,Le nouveau design de l arret rendra le service beaucoup plus fiable,meeting_flyer,EML-0501902
RSP-102800,2026-04-19,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,noise,delivery_access,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0500897
